@relation USER50_CURRENT_ATTRIBUTES_ONLY_Q57_28.02.2015.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-L3-3-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last

@attribute klind_en {administrator,other,parent,pupil,student,'teacher ucha.se',teacher}
@attribute has_personal_info_1_q2b_111 {0,1}
@attribute months_between_first_and_last_accessed_resource numeric
@attribute grade_calculated_from_user_data {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute most_watched_subject_name_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute most_watched_subject_id {0,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,45,46,47,48}
@attribute one_of_the_fav_subjects_entered_by_the_user_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,French,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute number_of_distinct_accessed_subjects numeric
@attribute total_time_watched_videos_in_seconds numeric
@attribute total_number_of_exercises_attempts numeric
@attribute number_of_distinct_exercises numeric
@attribute number_of_all_accessed_resources numeric
@attribute percent_videos_completed numeric
@attribute percent_exercises_completed_with_75_points_or_more numeric
@attribute total_number_of_user_comments numeric
@attribute type_id_of_first_subscription {1,2,3,4,5,6,7,9,10,11}
@attribute type_name_of_first_subscription {'','1 month','12 months','15 days','3 days','3 months','6 months'}
@attribute percent_played____10s__videos_also_exercised_on numeric
@attribute percent_exercises_retaken numeric
@attribute percent_of_distinct_exercises_which_were_retaken numeric
@attribute number_of_distinct_accessed_grades numeric
@attribute percent_video_watched_more_than_once numeric
@attribute percent_distinct_video_watched_more_than_once numeric
@attribute percent_distinct_played____10s__videos_also_commented_om numeric
@attribute young_leader_badge {0,1}
@attribute motivation_level {0,1,2,3,4,5,6}
@attribute leadership_level {0,1,2,3,4,5,6}
@attribute leadership_1___number_of_user_comments_with_rating___3 numeric
@attribute charisma {0,1,2,3,4,6}
@attribute number_invited_friends numeric
@attribute influence {0,1,2,3,4,5,6}
@attribute class {no,yes}

@data
pupil,0,0,0,History,34,'',1,604,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
other,0,5,8,Geography,37,'',2,18210,0,0,62,19,0,0,1,'3 days',0,0,0,2,6,3,0,0,1,0,0,0,0,0,no
parent,0,0,7,Physics,31,'',1,161,0,0,1,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,234,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,History,34,'',2,3262,0,0,9,44,0,0,1,'3 days',0,0,0,2,22,13,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,1025,0,0,2,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,9,9,Biology,32,Programming,10,77901,1,1,178,63,0,0,1,'3 days',0,0,0,7,33,17,0,1,1,0,0,1,2,0,yes
pupil,0,1,9,Chemistry,26,'',2,10147,0,0,21,14,0,0,2,'1 month',0,0,0,1,10,5,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Chemistry,26,'',1,1669,0,0,6,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Chemistry,26,'',5,9177,0,0,21,29,0,0,2,'1 month',0,0,0,3,10,5,0,0,1,0,0,0,0,0,no
pupil,0,1,0,German,41,'',2,2952,0,0,8,38,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,0,Chemistry,26,'',2,3634,0,0,13,31,0,0,1,'3 days',0,0,0,2,15,8,0,0,1,0,0,0,0,0,no
pupil,1,9,9,Chemistry,26,Chemistry,7,126477,32,14,294,44,66,1,2,'1 month',8,88,71,5,68,44,0,1,2,0,0,0,0,3,no
parent,1,9,3,'English Intermediate',30,'',6,25395,1,1,63,55,0,1,2,'1 month',0,0,0,3,35,20,2,1,2,0,0,1,2,0,yes
pupil,1,8,4,Bulgarian,36,'Person and nature',5,10442,14,9,43,48,57,0,2,'1 month',30,57,33,3,34,17,0,1,1,0,0,0,0,0,no
parent,0,9,3,German,41,'',13,61763,7,6,147,71,100,0,3,'3 months',6,29,17,7,51,30,0,1,1,0,0,0,0,0,no
pupil,0,2,0,Chemistry,26,'',3,44549,0,0,61,100,0,0,1,'3 days',0,0,0,2,95,79,0,0,1,0,0,0,0,0,yes
student,1,1,4,'English Intermediate',30,'',5,7474,0,0,21,48,0,0,2,'1 month',0,0,0,5,10,5,0,0,1,0,0,0,0,0,no
student,0,1,0,Chemistry,35,'',1,4959,0,0,27,0,0,0,1,'3 days',0,0,0,2,7,4,0,0,2,0,0,0,0,0,no
pupil,0,0,0,'English Intermediate',30,'',1,1318,0,0,3,0,0,0,1,'3 days',0,0,0,1,67,50,0,0,1,0,0,0,0,0,no
parent,0,4,4,'English Beginners',40,'',5,75885,32,24,207,88,63,12,2,'1 month',35,44,25,6,88,70,14,1,3,0,0,0,0,0,yes
pupil,0,9,0,Math,28,'',2,7897,0,0,18,11,0,0,1,'3 days',0,0,0,2,22,13,0,1,1,0,0,0,0,1,no
pupil,0,1,0,Chemistry,26,'',1,6854,0,0,11,36,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,9,Chemistry,35,'',2,825,0,0,4,25,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
other,0,1,9,Math,28,'',3,25809,0,0,64,59,0,0,2,'1 month',0,0,0,6,61,38,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',2,4814,0,0,12,58,0,0,1,'3 days',0,0,0,1,58,38,0,0,1,0,0,0,0,0,no
pupil,0,1,0,'',0,'',0,0,0,0,0,0,0,0,2,'1 month',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,5,History,34,'',1,969,0,0,5,40,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Chemistry,26,'',1,572,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,2,Math,28,'',2,2315,0,0,4,50,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',2,7112,0,0,14,29,0,0,1,'3 days',0,0,0,1,14,8,0,0,1,0,0,0,0,0,no
parent,1,2,1,German,41,'',2,9993,0,0,34,24,0,0,3,'3 months',0,0,0,2,74,57,0,1,2,0,0,0,0,0,no
pupil,0,1,9,Chemistry,26,'',1,4069,0,0,8,38,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Biology,32,'',1,624,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
student,0,0,3,Bulgarian,36,'',1,4444,0,0,14,29,0,0,1,'3 days',0,0,0,4,14,8,0,0,0,0,0,0,0,0,no
pupil,0,0,4,'Person and nature',39,'',1,67,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,1561,0,0,3,33,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,6,6,Bulgarian,36,'',3,3588,0,0,9,33,0,0,1,'3 days',0,0,0,4,0,0,0,0,1,0,0,0,0,0,no
parent,0,9,3,'Person and society',42,'',8,28997,0,0,91,30,0,3,2,'1 month',0,0,0,6,70,46,6,1,2,0,0,0,0,0,yes
parent,0,1,6,Math,28,'',3,13482,0,0,46,28,0,0,2,'1 month',0,0,0,3,46,29,0,0,2,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',1,6878,0,0,12,100,0,0,1,'3 days',0,0,0,1,17,9,0,0,1,0,0,0,0,0,no
other,0,6,1,History,34,'',5,45657,0,0,109,48,0,0,2,'1 month',0,0,0,6,21,11,0,0,2,0,0,1,1,0,no
student,0,1,6,Programming,38,'',3,11238,0,0,20,60,0,0,2,'1 month',0,0,0,2,20,11,0,0,1,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,3071,0,0,8,25,0,0,1,'3 days',0,0,0,1,25,14,0,0,1,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,818,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,8,Math,28,'',1,4335,0,0,9,44,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,1,1,0,no
student,0,1,9,Physics,31,'',2,5548,0,0,14,50,0,0,2,'1 month',0,0,0,4,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,4,Chemistry,26,'',3,4893,0,0,11,45,0,0,1,'3 days',0,0,0,5,0,0,0,0,1,0,0,0,0,0,no
pupil,0,5,3,Chemistry,26,'',2,1803,0,0,3,0,0,0,2,'1 month',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
parent,0,0,5,Bulgarian,36,'',1,1178,0,0,4,0,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
parent,0,0,0,Math,28,'',1,2346,0,0,4,75,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Geography,37,'',2,1418,0,0,4,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,1,8,Geography,37,'',2,5267,0,0,11,91,0,0,2,'1 month',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
other,0,1,2,German,41,'',4,6894,0,0,18,61,0,0,2,'1 month',0,0,0,4,33,20,0,0,1,0,0,2,5,0,no
pupil,0,1,8,Math,28,'',1,1712,0,0,4,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
other,0,0,3,'English Beginners',40,'',1,10441,0,0,29,79,0,0,1,'3 days',0,0,0,2,7,4,0,0,1,0,0,0,0,0,no
pupil,0,8,0,Biology,32,'',4,10439,0,0,24,50,0,0,2,'1 month',0,0,0,2,25,14,0,1,1,0,0,0,0,1,yes
student,0,1,0,Chemistry,26,'',1,11695,0,0,29,21,0,0,1,'3 days',0,0,0,2,31,17,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Chemistry,26,'',1,2466,0,0,4,25,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,448,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,5,7,Math,28,Math,5,12480,0,0,34,53,0,0,2,'1 month',0,0,0,4,32,18,0,0,1,0,0,0,0,2,no
pupil,0,1,0,History,34,'',1,3210,0,0,6,67,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
parent,0,1,2,German,41,'',8,15640,0,0,44,70,0,0,1,'3 days',0,0,0,4,14,7,0,0,1,0,0,0,0,0,no
student,0,1,9,Chemistry,26,'',1,6467,0,0,12,42,0,0,1,'3 days',0,0,0,1,33,20,0,0,1,0,0,0,0,0,no
pupil,0,1,7,History,34,'',2,3359,0,0,13,77,0,0,2,'1 month',0,0,0,1,31,18,0,0,1,0,0,0,0,0,no
other,1,6,7,Chemistry,26,'',3,30719,0,0,62,47,0,5,2,'1 month',0,0,0,3,32,16,6,0,2,0,1,0,0,0,no
parent,0,0,0,Physics,31,'',1,104,0,0,1,0,0,1,3,'3 months',0,0,0,1,0,0,0,1,0,0,0,0,0,0,no
pupil,1,2,2,Math,28,'Person and nature',4,11819,0,0,39,41,0,0,2,'1 month',0,0,0,4,36,17,0,0,2,0,0,0,0,0,no
other,0,9,2,History,34,'',6,11595,0,0,32,13,0,0,1,'3 days',0,0,0,6,6,3,0,1,4,0,0,2,5,0,yes
student,0,2,0,Math,28,'',1,13327,0,0,31,19,0,0,3,'3 months',0,0,0,1,6,3,0,1,1,0,0,0,0,0,no
other,0,9,0,'English Beginners',40,'',3,39050,1,1,88,79,100,0,3,'3 months',2,0,0,5,51,32,0,1,2,0,0,0,0,0,yes
pupil,0,1,9,Geography,37,'',2,12488,0,0,33,79,0,0,1,'3 days',0,0,0,1,6,3,0,0,1,0,0,0,0,0,no
student,0,0,8,Chemistry,26,'',1,528,0,0,2,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
student,0,1,0,Biology,32,'',5,32786,0,0,60,55,0,0,2,'1 month',0,0,0,6,38,23,0,0,2,0,0,0,0,0,no
other,0,1,0,Chemistry,26,'',1,1701,0,0,6,0,0,0,1,'3 days',0,0,0,2,0,0,0,0,2,0,0,0,0,0,no
student,0,1,7,Bulgarian,36,'',3,12899,0,0,31,58,0,0,1,'3 days',0,0,0,4,42,25,0,0,2,0,0,0,0,0,no
pupil,0,0,9,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,9,Biology,32,'',1,4774,0,0,6,67,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
other,0,9,8,Physics,31,'',2,2436,0,0,7,29,0,0,2,'1 month',0,0,0,3,0,0,0,1,1,0,0,0,0,0,no
student,0,0,8,Geography,37,'',1,3046,0,0,10,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,1,1,0,Math,28,'Person and nature',2,1100,0,0,4,0,0,0,2,'1 month',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',4,1693,0,0,6,33,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,1,German,41,'',1,3851,0,0,8,50,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Chemistry,26,'',1,1484,0,0,5,40,0,0,1,'3 days',0,0,0,1,40,25,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Math,28,'',1,194,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,935,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,'English Intermediate',30,'',2,1219,0,0,4,0,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Biology,32,'',1,1571,0,0,3,33,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,9,Biology,32,'',1,5875,0,0,9,56,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,2,7,Math,28,'',2,11596,0,0,34,32,0,0,1,'3 days',0,0,0,4,44,27,0,0,1,0,0,0,0,0,no
pupil,0,1,7,Chemistry,26,'',2,2324,0,0,8,13,0,0,1,'3 days',0,0,0,2,25,14,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Chemistry,26,'',1,726,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,7,Bulgarian,36,'',2,36317,0,0,98,42,0,1,2,'1 month',0,0,0,6,58,37,0,0,3,0,0,0,0,0,no
student,0,0,0,Chemistry,26,'',1,4133,0,0,9,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,9,Biology,32,'',2,4870,0,0,12,33,0,0,2,'1 month',0,0,0,3,0,0,0,0,2,0,0,0,0,0,no
pupil,0,1,0,History,34,'',1,5598,0,0,11,64,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,1,Physics,31,'',3,1454,0,0,4,25,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Biology,32,'',1,788,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,8,8,Chemistry,26,'',1,8623,0,0,15,27,0,0,1,'3 days',0,0,0,2,13,7,0,0,1,0,0,0,0,0,no
student,1,2,8,Biology,32,'',1,23721,0,0,61,28,0,0,2,'1 month',0,0,0,4,54,33,0,0,2,0,0,0,0,2,no
pupil,1,1,9,Biology,32,Fun,4,3845,0,0,9,11,0,0,2,'1 month',0,0,0,2,0,0,0,0,2,0,0,0,0,0,no
pupil,0,5,0,Biology,32,'',3,2585,0,0,5,0,0,0,1,'3 days',0,0,0,3,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,0,Geography,37,'',1,1544,0,0,4,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,8,Math,28,'',1,1267,0,0,2,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
student,0,1,7,Bulgarian,36,'',3,6907,0,0,22,36,0,0,2,'1 month',0,0,0,4,32,17,0,0,1,0,0,0,0,0,no
pupil,0,9,0,History,34,'',3,4346,0,0,13,23,0,0,1,'3 days',0,0,0,2,15,8,0,0,2,0,0,0,0,0,no
other,0,2,1,German,41,'',2,6391,0,0,15,53,0,0,3,'3 months',0,0,0,2,53,30,0,1,1,0,0,0,0,0,no
student,1,1,8,Chemistry,26,'',3,88561,0,0,172,51,0,12,2,'1 month',0,0,0,4,28,16,6,0,3,0,1,0,0,0,no
pupil,0,1,0,'English Intermediate',30,'',1,7292,0,0,10,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,1,2,0,no
pupil,0,3,1,German,41,'',1,56509,0,0,121,71,0,0,3,'3 months',0,0,0,3,34,20,0,1,1,0,0,0,0,0,no
student,0,0,8,Math,28,'',1,1434,0,0,3,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,9,Math,28,'',1,2843,0,0,8,63,0,0,1,'3 days',0,0,0,2,25,14,0,0,1,0,0,0,0,0,no
pupil,0,1,8,Math,28,'',1,4442,0,0,14,50,0,0,2,'1 month',0,0,0,3,0,0,0,0,1,0,0,0,0,0,no
pupil,1,9,7,Geography,37,Bulgarian,10,23902,0,0,64,31,0,0,1,'3 days',0,0,0,5,45,24,0,0,1,0,0,0,0,0,no
other,0,1,0,Math,28,'',4,37381,0,0,109,47,0,0,2,'1 month',0,0,0,9,9,5,0,0,1,0,0,0,0,0,no
pupil,0,1,0,History,34,'',2,6215,0,0,13,46,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,1,2,1,German,41,'',1,27659,0,0,76,42,0,0,3,'3 months',0,0,0,2,70,48,0,1,2,0,0,0,0,1,no
parent,0,1,8,Chemistry,26,'',1,858,0,0,3,33,0,0,3,'3 months',0,0,0,2,0,0,0,1,1,0,0,0,0,0,no
pupil,0,0,7,Math,28,'',1,1070,0,0,2,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Chemistry,26,'',1,9586,0,0,19,26,0,0,2,'1 month',0,0,0,1,21,12,0,0,1,0,0,0,0,0,no
pupil,0,6,9,Chemistry,26,'',2,19355,1,1,44,14,0,0,3,'3 months',3,0,0,5,58,38,0,1,1,0,0,0,0,0,yes
parent,0,1,1,German,41,'',1,13055,0,0,25,88,0,0,2,'1 month',0,0,0,1,44,26,0,0,2,0,0,0,0,0,no
student,0,1,0,Geography,37,'',1,25324,0,0,73,53,0,0,2,'1 month',0,0,0,2,8,4,0,0,1,0,0,0,0,0,no
pupil,0,1,6,Math,28,'',2,1092,0,0,4,25,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,5,5,Biology,32,'',4,9041,0,0,19,16,0,0,1,'3 days',0,0,0,3,16,6,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Math,28,'',1,536,0,0,2,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
other,0,0,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,1,0,0,0,0,0,no
student,0,6,7,Biology,32,'',1,7162,0,0,12,58,0,0,2,'1 month',0,0,0,3,17,9,0,0,2,0,0,0,0,0,no
pupil,1,1,6,History,34,'Person and nature',1,9690,0,0,32,66,0,2,2,'1 month',0,0,0,1,75,56,5,0,2,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',1,211,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Math,28,'',1,1658,0,0,5,60,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,2,'English Beginners',40,'',1,2508,0,0,9,11,0,0,2,'1 month',0,0,0,1,56,33,0,0,1,0,0,0,0,0,no
pupil,0,9,7,Geography,37,'',12,32782,0,0,97,54,0,0,3,'3 months',0,0,0,7,16,8,0,1,1,0,0,0,0,0,yes
pupil,0,1,9,Physics,31,'',2,2349,0,0,7,29,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,1,8,Physics,31,'',2,5283,0,0,14,64,0,0,1,'3 days',0,0,0,1,14,8,0,0,1,0,0,0,0,0,no
student,0,1,1,German,41,'',1,4252,0,0,14,21,0,0,3,'3 months',0,0,0,1,29,17,0,1,2,0,0,0,0,0,no
pupil,0,0,3,Math,28,'',1,264,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
parent,0,3,2,'English Beginners',40,'',2,23110,0,0,55,80,0,0,3,'3 months',0,0,0,4,64,39,0,1,2,0,0,0,0,0,no
pupil,1,4,6,Math,28,Physics,3,10419,0,0,47,17,0,0,3,'3 months',0,0,0,4,53,33,0,1,1,0,0,0,0,2,no
pupil,0,5,0,Geography,37,'',2,2527,0,0,10,20,0,0,1,'3 days',0,0,0,1,20,11,0,0,1,0,0,0,0,0,no
parent,0,1,0,'English Intermediate',30,'',2,3867,0,0,10,50,0,0,3,'3 months',0,0,0,2,40,25,0,1,3,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',1,2360,0,0,5,20,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
other,0,1,2,'English Beginners',40,'',1,5623,0,0,20,45,0,0,2,'1 month',0,0,0,2,25,12,0,0,1,0,0,0,0,0,no
student,0,1,9,Biology,32,'',1,6412,0,0,11,9,0,1,1,'3 days',0,0,0,2,18,10,10,0,1,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',1,2665,0,0,5,20,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,3,9,Math,28,'',3,68233,0,0,201,26,0,0,1,'3 days',0,0,0,5,19,10,0,0,1,0,0,0,0,0,no
pupil,0,1,7,Math,28,'',3,13373,0,0,37,43,0,0,2,'1 month',0,0,0,4,27,16,0,0,1,0,0,0,0,0,no
pupil,0,9,0,History,34,'',8,53585,0,0,138,40,0,3,2,'1 month',0,0,0,7,33,18,2,0,2,0,0,0,0,0,yes
student,0,2,2,Biology,32,'',3,7727,0,0,23,43,0,0,2,'1 month',0,0,0,3,57,33,0,0,1,0,0,0,0,0,no
parent,0,8,6,Math,28,'',5,9367,0,0,29,41,0,0,1,'3 days',0,0,0,4,34,21,0,1,1,0,0,0,0,1,yes
pupil,0,1,0,Math,28,'',1,2696,0,0,5,40,0,0,1,'3 days',0,0,0,1,80,67,0,0,1,0,0,0,0,0,no
pupil,0,1,0,Physics,31,'',2,1988,0,0,6,17,0,0,1,'3 days',0,0,0,3,0,0,0,0,1,0,0,0,0,0,no
other,1,4,9,Chemistry,26,'',4,83365,15,12,206,37,73,16,3,'3 months',9,33,17,6,66,45,6,1,3,0,1,0,0,0,yes
other,0,1,0,Fun,29,'',7,4223,0,0,18,0,0,1,1,'3 days',0,0,0,4,0,0,5,0,1,0,0,0,0,1,no
student,0,1,9,Biology,32,'',1,34724,0,0,57,67,0,0,2,'1 month',0,0,0,2,33,19,0,0,2,0,0,0,0,0,no
student,0,3,1,German,41,'',2,4545,0,0,13,46,0,0,3,'3 months',0,0,0,3,0,0,0,1,0,0,0,0,0,0,no
other,0,1,0,'English Intermediate',30,'',1,7853,0,0,13,31,0,0,1,'3 days',0,0,0,1,31,18,0,0,1,0,0,0,0,0,no
parent,0,0,0,Biology,32,'',1,840,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Math,28,'',1,318,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,9,Geography,37,'',1,3632,0,0,12,50,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,0,Geography,37,'',2,1565,0,0,6,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,5,Geography,37,'',1,719,0,0,2,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,0,'',0,'',0,0,0,0,0,0,0,0,1,'3 days',0,0,0,0,0,0,0,0,1,0,0,0,0,0,no
pupil,0,8,0,Physics,31,'',1,1614,0,0,4,50,0,0,1,'3 days',0,0,0,1,50,33,0,0,1,0,0,0,0,0,no
pupil,0,2,1,German,41,'',1,311,0,0,2,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Physics,31,'',1,3441,0,0,7,86,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Physics,31,'',3,3892,0,0,13,31,0,0,1,'3 days',0,0,0,2,31,18,0,0,1,0,0,0,0,0,no
pupil,0,8,9,'English Beginners',40,'',6,17053,0,0,37,46,0,0,2,'1 month',0,0,0,5,32,17,0,0,1,0,0,0,0,0,yes
pupil,0,0,0,Math,28,'',1,2143,0,0,4,25,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,9,5,'English Beginners',40,'Person and nature',10,73348,26,15,219,51,19,9,3,'3 months',10,73,53,6,56,31,5,1,2,0,2,1,1,0,yes
parent,0,4,1,German,41,'',1,21431,0,0,59,54,0,0,3,'3 months',0,0,0,2,49,30,0,1,4,0,0,0,0,0,no
student,1,1,0,Geography,37,'',1,24594,0,0,68,65,0,0,1,'3 days',0,0,0,2,6,3,0,0,1,0,0,0,0,2,no
other,0,9,1,German,41,'',1,149115,93,36,405,82,69,1,3,'3 months',25,85,61,3,84,65,0,1,2,0,0,0,0,0,yes
parent,1,6,2,Math,28,'',2,13777,0,0,35,51,0,0,2,'1 month',0,0,0,2,54,33,0,0,1,0,0,0,0,0,no
pupil,0,4,9,Chemistry,26,'',2,2480,0,0,10,0,0,0,9,'15 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,1,6,History,34,'',1,1288,0,0,6,17,0,0,1,'3 days',0,0,0,1,83,67,0,0,1,0,0,0,0,0,no
pupil,0,0,9,Physics,31,'',1,550,0,0,1,100,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,'English Intermediate',30,'',1,1934,0,0,3,67,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
